reponse.csv,,
ID,Phrase,Audio
1443,Celui qui connaît les êtres humains est prudent. Celui qui se connaît lui-même est éclairé. Celui qui dompte les gens est puissant. Celui qui se dompte lui-même est fort. Celui qui sait se suffire est assez riche.,1443.wav
1444,Hâte-toi de bien vivre et songe que chaque jour qui passe est à lui seul une vie.,1444.wav
1445,Mieux vaut se connaître soi-même que de savoir monter à cheval.,1445.wav
1446,Pense par toi-même.,1446.wav
1447,"L’être humain se doit d'être le gardien de la nature, non son propriétaire.",1447.wav
1448,"Nous n'héritons pas de la terre de nos parents, nous l'empruntons à nos enfants.",1448.wav
1449,"À l'échelle cosmique, l'eau est plus rare que l'or.",1449.wav
1450,La morale n'est pas une doctrine qui enseigne comment se rendre heureux mais comment se rendre dignes du bonheur.,1450.wav
1451,Le bonheur est de connaître ses limites et de les aimer.,1451.wav
1452,"Accepter les dépendances que nous impose la nature, c'est la sagesse ; les aimer, c'est le bonheur.",1452.wav
1453,L'argent ne fait pas le bonheur. Celui qui a dix millions de dollars n'est pas plus heureux que celui qui en a neuf millions.,1453.wav
1454,"Mettre la sagesse à être heureux, cela est raisonnable ; cependant il est peut-être préférable de mettre son bonheur à être sage.",1454.wav
1455,"C'est en parvenant à nos fins par l'effort, en étant prêt à faire le sacrifice de profits immédiats en faveur du bien-être d'autrui à long terme, que nous parviendrons au bonheur caractérisé par la paix et le contentement authentique.",1455.wav
1456,La nécessité de rechercher le véritable bonheur est le fondement de notre liberté.,1456.wav
1457,"Si le bonheur extérieur n'est que hasard, le bonheur intérieur tu dois le construire toi-même.",1457.wav
1458,"Le bonheur pour une abeille ou un dauphin est d'exister. Pour l’humanité, c'est de le savoir et de s'en émerveiller.",1458.wav
1459,"Afin d'atteindre le bonheur, il faudrait être certain de toujours se fixer un but important.",1459.wav
1460,"L'usage le plus digne qu'on puisse faire de son bonheur, c'est de s'en servir à l'avantage des autres.",1460.wav
1461,"Le jour où les gens auront compris que ce qu'il y a de plus amusant sur la terre, c'est de s'instruire et que ce qu'il y a de plus embêtant, c'est de s'amuser… Ce jour-là le monde aura fait un pas gigantesque vers le bonheur !",1461.wav
1462,"L'amour, le bonheur, la justice… On essaie de donner des noms à des réalités qui nous échappent. L'amour, si ça existe, ça doit être simplement se trouver avec quelqu'un et se sentir bien.",1462.wav
1463,"Les anciens savaient que la clé des songes est aussi celle de l'équilibre et du bonheur, et recommandaient la pratique de la sieste.",1463.wav
1464,"La personne du bonheur a accès à tout, notamment à la connaissance du malheur, tandis que la personne du malheur n'accède à rien, pas même à la connaissance de sa misère.",1464.wav
1465,"Pour jouir de ce bonheur qu'on cherche tant et qu'on trouve si peu, la sagesse vaut mieux que le génie, l'estime que l'admiration, et les douceurs du sentiment que le bruit de la renommée.",1465.wav
1466,"Chercher son bonheur, c'est chercher une île déserte et minuscule dans une petite barque inconfortable munie d'une seule rame. Le malheur, c'est perdre la rame. La sagesse, c'est comprendre que l'île n'existe pas.",1466.wav
1467,"Si l’être humain a deux oreilles et une bouche, c’est pour écouter deux fois plus qu’il ne parle.",1467.wav
1468,"Oublie les injures, n’oublie jamais les bienfaits.",1468.wav
1469,"Une injustice n’est rien, si on parvient à l’oublier.",1469.wav
1470,Se préparer au pire. Espérer le meilleur. Prendre ce qui vient.,1470.wav
1471,Le sage voit son devoir. Le sot voit son intérêt.,1471.wav
1472,"Le sage respecte tout. Avant tout, il se respecte lui-même.",1472.wav
1473,Agis avec gentillesse mais n’attends pas de la reconnaissance.,1473.wav
1474,"Le premier axiome de l’humanisme confucéen est : étudier, apprendre par l’expérience.",1474.wav
1475,Rendez le bien pour le bien et la justice pour le mal.,1475.wav
1476,"Veux-tu que je t’enseigne le moyen d’arriver à la connaissance ? Ce qu’on sait, savoir qu’on le sait ; ce qu’on ne sait pas, savoir qu’on ne le sait pas : c’est savoir véritablement.",1476.wav
1477,"Le sage voit l’ensemble, non le détail. Le sot compare et ne généralise pas.",1477.wav
1478,"Pour un mot, une personne est réputée sage ; pour un mot, une personne est jugée sotte.",1478.wav
1479,"Ne pas se laisser imprégner par les calomnies, ni se laisser meurtrir par les accusations, c’est la lucidité de celui qui voit loin.",1479.wav
1480,Les enfants sont les graines de l‘avenir. Plante de l‘amour dans leur cœur et entretien leur cœur avec la sagesse des leçons de la vie.,1480.wav
1481,"Ne fais pas de comparaison, considère chaque chose pour ce qu’elle est. Respecte toute vie, dégage ton cœur de l’ignorance, ne tue pas et ne nourris pas de pensées coléreuses.",1481.wav
1482,"Ne dis que la vérité, ne parle que des bonnes qualités des autres, sois un confident et ne répands aucune rumeur, écarte le voile de la colère pour libérer la beauté inhérente à chacun.",1482.wav
1483,Ne souhaitons pas la richesse mais souhaitons instruire correctement nos enfants. Les richesses ne nous serviraient à rien. Nous ne pourrions pas les emporter avec nous dans l’autre monde. Ne souhaitons pas de richesses. Souhaitons la paix et l’amour.,1483.wav
1484,"Premièrement, nous devons apprendre au moins une chose importante aujourd‘hui. Deuxièmement, nous devons enseigner au moins une chose importante à quelqu‘un d‘autre. Troisièmement, nous devons accomplir un bienfait vis-à-vis de quelqu‘un sans que cette personne se doute de quoi que ce soit. Et, quatrièmement, nous devons traiter chaque entité vivante avec respect, ainsi tous ces bienfaits se répandront sur la terre.",1484.wav
1485,"Le sage est celui qui parvient à regretter un peu moins, à espérer un peu moins, et à aimer un peu plus.",1485.wav
1486,"Le chemin importe peu, la volonté d’arriver suffit à tout.",1486.wav
1487,Les livres : la sève vivante des esprits immortels.,1487.wav
1488,"La Tortue est stable, méthodique, prudente et attentive aux détails. Ce sont des qualités importantes pour ceux et celles qui disent la vérité.",1488.wav
1489,La sagesse du Castor nous aide à comprendre où sont nos limites dans le respect de notre corps et de la vie qui nous entoure.,1489.wav
1490,"Le Castor agit toujours de façon réfléchie. Il maximise le potentiel de ses ressources pour ne jamais les perdre. Le Castor nous rappelle à quel point il est nécessaire d'utiliser de façon efficace les fonds, les biens et les ressources dont nous avons la responsabilité.",1490.wav
1491,Bien savoir disposer de ce qui nous a été donné de gérer et agir avec discernement ; voilà un enseignement sage que le Castor peut nous apporter.,1491.wav
1492,"L'Aigle nous apprend à agir avec compassion, vision et acceptation. Et cela représente la clé de voûte de toutes les autres valeurs qui guident notre vie.",1492.wav
1493,La sagesse est une véritable courroie de transmission du savoir et du vécu à ceux qui souhaitent apprendre.,1493.wav
1494,S'il est bon de ne rien dire avant de parler il est encore plus utile de réfléchir avant de penser.,1494.wav
1495,"Remercier est le début d'une grande sagesse. En remerciant, on désavoue à la fois l'ignorance et l'arrogance.",1495.wav
1496,Même la lumière de bouddha dépend de l’argent offert par le suppliant.,1496.wav
1497,"Le jeune marche plus vite, mais le vieux connaît le chemin.",1497.wav
1498,"Qui s'instruit sans agir, laboure sans semer.",1498.wav
1499,"Tous les pouvoirs dorment dans ton esprit, comme les diamants dans la mine. Il ne tient qu'à toi d'y descendre, muni de la lampe de sagesse.",1499.wav
1500,"Seul l'ignorant se fâche, le sage comprend.",1500.wav
1501,Le fou tient son cœur sur sa langue. Le sage tient sa langue sur son cœur.,1501.wav
1502,Le profane trouve son bonheur dans le clinquant et la nouveauté. Le sage se réjouit de l'ordinaire.,1502.wav
1503,La méchanceté est comparable à l'écorce du caïlcédrat. On ne peut être plus amer.,1503.wav
1504,"Celui qui t'empêche de te battre, donne-lui une récompense.",1504.wav
1505,"La confiance incite à la récidive. La désillusion n'y incite guère. User de courage sans appui, c'est vanité.",1505.wav
1506,"Entre oui et non, la frontière est bien mince. Le bien et le mal sont entremêlés.",1506.wav
1507,"La voie du ciel c’est : vaincre sans lutter, convaincre sans parler, faire venir sans appeler, réaliser dans la sérénité.",1507.wav
1508,Qui promet à la légère tient rarement sa parole.,1508.wav
1509,"Se réjouir de la guerre, c’est aimer à tuer les êtres humains.",1509.wav
1510,Qui a de grandes passions est nécessairement exposé à de grands sacrifices.,1510.wav
1511,"La grande bonté ressemble à l’eau. Elle s’écoule partout et remplit tout. Elle vitalise, par sa nature même. Humblement, elle s’installe aux endroits les plus bas. Faites de votre cœur un lac à la surface calme et tranquille avec de grandes profondeurs de bonté. Prenez soin de votre vraie nature. Que l’amour soit votre don à autrui. Dites uniquement la vérité. Contournez les obstacles, ne les affrontez pas. Ne vous efforcez pas de réussir à tout prix. Attendez le bon moment. Nul besoin de dispute, nul besoin de reproches.",1511.wav
1512,"On n'a pas deux cœurs, l'un pour les êtres humains l'autre pour les animaux, on a du cœur ou on n'en a pas.",1512.wav
1513,"On fait la guerre quand on veut, on la termine quand on peut.",1513.wav
1514,"Depuis six mille ans, la guerre plaît aux peuples querelleurs et Dieu perd son temps à faire les étoiles et les fleurs.",1514.wav
1515,"La vie des sens n’est qu'un mouvement alternatif qui va de l'appétit au dégoût et du dégoût à l'appétit, l'âme flottant, toujours incertaine, entre l'ardeur qui se renouvelle et l'ardeur qui se ralentit. Et dans ce mouvement perpétuel qui va de l'appétit au dégoût et du dégoût à l'appétit, on est diverti par l'image d'une liberté errante.",1515.wav
1516,"La guerre est un massacre de gens qui ne se connaissent pas, au profit de gens qui se connaissent mais ne se massacrent pas.",1516.wav
1517,La guerre puise en elle-même sa propre énergie et sa propre justification. On se bat parce qu'on s'est battu.,1517.wav
1518,L’humain est un loup pour l’humain.,1518.wav
1519,Rien de grand ne s'est fait dans le monde sans passion.,1519.wav
1520,Tout n’est pas politique mais la politique s’intéresse à tout.,1520.wav
1521,L’étendue est la marque de la puissance. Le temps est la marque de l’impuissance.,1521.wav
1522,"Désordre dans le corps, erreur dans l’esprit, l’un nourrissant l’autre.",1522.wav
1523,"En vérité le but de l’État, c’est la liberté.",1523.wav
1524,"Si l’État est fort, il nous écrase. S’il est faible, nous périssons.",1524.wav
1525,"Une croissance indéfinie est impossible, nous n'avons qu'une seule Terre, mais une civilisation du bonheur est possible. Les solutions existent mais l'opinion les ignore car les structures actuelles et les détenteurs du pouvoir économique et politique s'y opposent.",1525.wav
1526,"Dans un monde où 1% de la population possède 40% de la richesse planétaire… Dans un monde où 34?000 enfants meurent chaque jour de faim ou de maladies évitables… Dans un monde où 50% de la population vit avec moins de deux dollars par jour… Une chose est claire… Quelque chose tourne très mal. Et que l'on en soit conscient ou pas, l'élément vital de toutes les institutions établies, et donc de la société elle-même, est l'argent.",1526.wav
1527,Il n'y a de bonheur possible pour personne sans le soutien du courage.,1527.wav
1528,"Une autre des illusions de la vie, celle qui veut que l'argent apporte l'indépendance, qu'on confond trop souvent avec la liberté, et que, partant, il soit un ingrédient nécessaire au bonheur.",1528.wav
1529,"Bon ou mauvais, le riche a toutes les cartes dans sa main. Il peut s'acheter la vertu, l'amour, le bonheur et la vie.",1529.wav
1530,Peut-on assurer le bonheur de tous au détriment de chacun ?,1530.wav
1531,"Le bonheur est vide, le malheur est plein.",1531.wav
1532,"Il n'y a point de bonheur sans courage, ni de vertu sans combat.",1532.wav
1533,"Dans la gloire, il y a toujours du bonheur.",1533.wav
1534,"Tout bonheur doit sans doute se payer ; sa conquête, du moins, exige toujours un combat.",1534.wav
1535,"On court après le bonheur, et l'on oublie d'être heureux.",1535.wav
1536,"Il faut être discret quand on parle de son bonheur, et l'avouer comme si l'on se confessait d'un vol.",1536.wav
1537,"Dans l'excès de bonheur, il y a peut-être quelque chose de pris à quelqu'un.",1537.wav
1538,L'origine de toute joie en ce monde est la quête du bonheur d'autrui. L'origine de toute souffrance en ce monde est la quête de mon propre bonheur.,1538.wav
1539,Nous sommes dans une société qui donne à penser que l'on trouve obligatoirement le bonheur à travers la richesse.,1539.wav
1540,"L'envie est blessure pour l'esprit qui se ronge, torturé par le bonheur d'autrui.",1540.wav
1541,"Le bonheur et la paix, c'est une question de silence.",1541.wav
1542,Les gens ne se guérissent jamais de l'illusion qu'ils se forgent du bonheur d'autrui.,1542.wav
1543,Toutes les actions ou prétendues actions sont accomplies dans le but d'échapper à la souffrance et d'atteindre le bonheur.,1543.wav
1544,"Les gens répugnent à reconnaître le bonheur chez les autres et s'ils le font, c'est avec une nuance de mépris et d'ironie.",1544.wav
1545,"L'on veut faire tout le bonheur, ou si cela ne se peut ainsi, tout le malheur de ce qu'on aime.",1545.wav
1546,La gravité est le bonheur des imbéciles.,1546.wav
1547,"Tout le monde fait la même erreur, de s'imaginer que bonheur veut dire que tous les vœux se réalisent.",1547.wav
1548,Toute souffrance a des droits sur le bonheur des autres.,1548.wav
1549,Il n'y a pas de vrai bonheur dans l'égoïsme.,1549.wav
1550,"Le bonheur individuel se doit de produire des retombées collectives, faute de quoi, la société n'est qu'un rêve de prédateur.",1550.wav
1551,L'argent des uns n'a jamais fait le bonheur des autres.,1551.wav
1552,On ne bâtit un bonheur que sur un fondement de désespoir. Je crois que je vais pouvoir me mettre à construire.,1552.wav
1553,Le bonheur est moins absorbant que la plus petite des souffrances.,1553.wav
1554,"Le bonheur engloutit nos forces, comme le malheur éteint nos vertus.",1554.wav
1555,La gloire est le deuil éclatant du bonheur.,1555.wav
1556,"Le bonheur, c'est toujours ce qu'on voit de l'extérieur.",1556.wav
1557,Le bonheur rend égoïste. Il anesthésie les fibres de la tendresse. Chez les humains.,1557.wav
1558,"Le plus grand malheur du siècle, c'est la discrimination dont le bonheur fait preuve.",1558.wav
1559,"Le bonheur est à l'écart, fait de huis clos, de volets tirés, d'oubli des autres, de murailles infranchissables.",1559.wav
1560,Les peuples veulent savoir qui ils sont. Ils se disent : le bonheur c'est peut-­être d'être soi-même.,1560.wav
1561,Les gens ne connaissent pas leur bonheur mais celui des autres ne leur échappe pas.,1561.wav
1562,"Nous avons tous assez de force en nous pour supporter le malheur des autres, mais nous n'en avons peut-être pas autant pour supporter leur bonheur.",1562.wav
1563,"Bonheur : as-tu réfléchi combien cet horrible mot a fait couler de larmes ? Sans ce mot-­là, on dormirait plus tranquille et on vivrait à l'aise.",1563.wav
1564,"Sans le pardon de nos fautes et de celles de nos proches autant que de celles de nos ennemis, l'avenir n'a pas la moindre chance d'approcher l'idée du bonheur véritable, à jamais perdu parmi tant d'autres illusions.",1564.wav
1565,Rien n'est plus agaçant que le bonheur des autres. Surtout quand il sert de jauge à votre propre déconfiture.,1565.wav
1566,"C'est plein de disputes, un bonheur.",1566.wav
1567,Un même fait porte des rameaux opposites et le malheur qu'il engendre annule le bonheur qu'il avait causé.,1567.wav
1568,"Le bonheur ne compte peut-être pas beaucoup mais le fait d'en être privé, si, bien souvent.",1568.wav
1569,Le bonheur rend aveugle.,1569.wav
1570,"Pour tous ceux qui n'ont pas réussi, gâcher le bonheur des autres, c'est réussir un peu.",1570.wav
1571,On peut défaire n'importe quel bonheur par la mauvaise volonté.,1571.wav
1572,Le bonheur effectif paraît toujours assez sordide en comparaison des larges compensations qu'on trouve à la misère.,1572.wav
1573,"On se fait une fausse idée du bonheur qu'on n'a point éprouvé. Rien de pire que le préjugé, rien de préférable à l'expérience.",1573.wav
1574,Aucun être humain ne peut réellement en comprendre un autre ; personne ne peut tout arranger pour le bonheur d'un être.,1574.wav
1575,L’être humain porte en lui la semence de tout bonheur et de tout malheur.,1575.wav
1576,"La peur engendre le besoin de sécurité, celui-ci étant à son tour une des conditions du bonheur.",1576.wav
1577,"Après le bonheur de commander aux autres, le plus grand honneur n'est-il pas de les juger ?",1577.wav
1578,"Certains aiment tellement l'humanité, qu'ils sont prêts à l'exterminer pour assurer son bonheur.",1578.wav
1579,En faisant le mal ne t’attend pas au bien.,1579.wav
1580,Il est difficile pour le pauvre de n’éprouver aucun ressentiment ; il est facile pour le riche de ne pas s’enorgueillir.,1580.wav
1581,La poursuite de petits avantages fait avorter les grandes entreprises.,1581.wav
1582,"Les gens honorables considèrent les choses à travers la justice, et les gens de peu à travers leur intérêt.",1582.wav
1583,"Le problème des êtres humains, c’est qu’ils négligent leur propre champ pour aller ensemencer celui des autres.",1583.wav
1584,On peut obliger le peuple à obéir. On ne peut pas le forcer à comprendre.,1584.wav
1585,"Pour mettre de l’ordre dans le monde, il faut d’abord mettre de l’ordre dans la nation. Or, pour mettre de l’ordre dans la nation, il faut mettre de l’ordre dans la famille. Pour mettre de l’ordre dans la famille, il faut cultiver notre vie personnelle. Et pour cultiver notre vie personnelle, il faut d’abord réparer nos cœurs et notre esprit.",1585.wav
1586,"La paix ne pourra naître dans ce monde que lorsque toujours plus de gens prendront conscience de l’unité de la vie existante entre la nature, les animaux, les plantes, les minéraux et les humains ; et vivrons en conséquence.",1586.wav
1587,"Vous devez apprendre à vos enfants que le sol qu’ils foulent est fait des cendres de nos aïeux. Pour qu’ils respectent la terre, dites à vos enfants qu’elle est enrichie par les vies de notre race. Enseignez à vos enfants que la terre est notre mère. Tout ce qui arrive à la terre, arrive aux enfants de la terre. Si les humains crachent sur le sol, ils crachent sur eux-mêmes.",1587.wav
1588,Existe-t-il une grande idée qui n’a fait couler ni sang ni larmes ?,1588.wav
1589,Les gens qui disent qu’être mère est le plus grand bonheur dans la vie d’une femme réduisent les femmes à une entité invariable avec des degrés de bonheur fixe.,1589.wav
1590,"Nous n’avons d’autre mire de la vérité et de la raison que l’exemple et les opinions et usages du pays où nous sommes. Là est toujours la parfaite religion, la parfaite police, le parfait et accompli usage de toutes choses.",1590.wav
1591,"C’est au 18ème siècle que naît cette idée que la culture est comme une « essence » qui colle aux peuples. « Un peuple, une langue, une nation ». C’est au nom de cette conception de l’identité culturelle comme « essence nationale » que se font beaucoup de guerres.",1591.wav
1592,Il n’y a pas d’espoir sans crainte ni de crainte sans espoir.,1592.wav
1593,"Si la guerre est encore présente, ce n’est pas qu’il se trouve au fond de l’espèce humaine une secrète aspiration à la mort, non plus qu’un irrépressible instinct d’agression, ce n’est même pas, ce qui serait plus plausible en fin de compte, le fait que le désarmement puisse présenter, d’un point de vue économique et social, de très sérieux inconvénients ; cela provient tout simplement du fait qu’on n’a pas encore vu apparaître sur la scène politique d’instance capable de se substituer à cet arbitre suprême des conflits internationaux.",1593.wav
1594,"Sans une vie publique politiquement garantie, il manque à la liberté l’espace mondain où faire son apparition.",1594.wav
1595,"Le totalitarisme transforme toujours les classes en masses, substitue au système les partis, déplace le centre du pouvoir de l'armée à la police et met en œuvre une politique étrangère visant à la domination du monde.",1595.wav
1596,"En un sens, la quête d’émancipation a toujours été une quête de libération économique ; ce qui signifie, dans une certaine mesure, que la montée d’une classe moyenne des oppressés est inévitable.",1596.wav
1597,"C’est bizarre que nous, qui sommes capables de tant souffrir, puissions infliger aux gens tant de souffrances.",1597.wav
1598,"On confond trop souvent la défense du droit des femmes à la haine des hommes. S’il y a une chose dont je suis certaine, c’est qu’il faut que ça cesse.",1598.wav
1599,Il est vain de dire que les êtres humains devraient se contenter de tranquillité : ils ont besoin d’action ; et ils la créeront s'ils ne peuvent la trouver.,1599.wav
1600,On ne se sert pas de sa beauté. Ce sont les autres qui s'en servent.,1600.wav
1601,On dit que le tambour représente le cœur qui bat d'une nation.,1601.wav
1602,"Il y a quelque chose de profondément troublant et dangereux chez les gens qui évitent de tuer pour la simple raison que « Dieu le veut ». Ils sont motivés par l’obéissance plutôt que par la compassion : que feront-ils s’ils se persuadent que leur dieu leur ordonne de tuer les hérétiques, les sorcières, les adultères ou les étrangers ?",1602.wav
1603,La guerre est avant tout une action de certains hommes pour en maîtriser d’autres.,1603.wav
1604,L’argent achète difficilement une sage descendance.,1604.wav
1605,La monnaie commande les hommes et le monde.,1605.wav
1606,"Les choses qui peuvent être liées, peuvent être séparées.",1606.wav
1607,"Qui tue le lion en mange, qui ne le tue pas est mangé.",1607.wav
1608,"Si tu humilies un homme, tue-le tout de suite, sinon c'est lui qui te tuera.",1608.wav
1609,"La nature a créé des différences, la société en a fait des inégalités.",1609.wav
1610,Souciez-vous de ce que les gens pensent de vous et vous serez toujours leur prisonnier.,1610.wav
1611,"Quand l’œuvre des meilleurs chefs est achevée, le peuple dit : c’est nous qui avons fait ça.",1611.wav
1612,"Au centre de votre être, vous avez la réponse ; vous savez qui vous êtes et vous savez ce que vous voulez.",1612.wav
1613,Celui qui sait se satisfaire aura toujours le nécessaire.,1613.wav
1614,"L'amour éclaire les bons comme les méchants. La rose peut-elle dire : « Je vais offrir mon parfum à toutes les bonnes personnes qui vont me respirer et en priver les mauvaises ? », la lampe peut-elle dire : « Je vais répandre ma lumière sur les bons et en priver les méchants ? » Un arbre peut-il dire : « Je vais faire de l'ombre aux gentilles personnes qui se couchent à mes pieds et en priver les méchantes ? »",1614.wav
1615,Ce n'est pas à la possession des biens qu'est attaché le bonheur mais à la faculté d'en jouir.,1615.wav
1616,L’enfant n’est pas un vase qu’on remplit mais un feu qu’on allume.,1616.wav
1617,On reconnaît le degré de civilisation d'un peuple à la manière dont il traite ses animaux.,1617.wav
1618,L'humanité devra mettre un terme à la guerre ou la guerre mettra un terme à l'humanité.,1618.wav
1619,"La fourmi est comme l’humanité : seule elle est inoffensive, en petit nombre elle travaille, en grand nombre c'est un fléau.",1619.wav
1620,Nul n'est méchant volontairement.,1620.wav
1621,L’histoire justifie ce que l’on veut.,1621.wav
1622,"Si la justice disparaît, c’est chose sans valeur que le fait que des humains vivent sur la Terre.",1622.wav
1623,"L’État n’est que la muselière dont le but est de rendre inoffensive cette bête carnassière, l’être humain, et de faire en sorte qu’il ait l’aspect d’un herbivore.",1623.wav
1624,Il n'y a certainement rien d'aussi inutile que de faire très efficacement ce qui ne devrait pas être fait du tout.,1624.wav
1625,Vous êtes prisonniers d'un système de civilisation qui vous pousse plus ou moins à détruire le monde pour survivre.,1625.wav
1626,La préservation de notre planète est un sujet grave et une priorité. Mais n’oublions pas de garder le sourire !,1626.wav
1627,"L’être humain est apparu comme un ver dans un fruit, comme une mite dans une balle de laine, et a rongé son habitat, en sécrétant des théories pour justifier son action.",1627.wav
1628,"En général, les gens croient que le suicide n'est pas acceptable. Cependant, à chaque jour que nous détruisons un peu plus notre environnement, nous nous engageons un peu plus sur la voie du suicide collectif.",1628.wav
1629,"Vous pourriez croire que notre priorité majeure serait de se demander quelles sont les découvertes des écologistes, puisque nous vivons selon les conditions et les principes qu'ils définissent. Au lieu de ça, nous avons élevé l'économie au-dessus de l'écologie.",1629.wav
1630,"Sans rêve, il est impossible de connaître le bonheur.",1630.wav
1631,On se fait à tout… même au bonheur…,1631.wav
1632,"Les humains ne veulent pas construire leur bonheur, ils veulent seulement réduire leur malheur.",1632.wav
1633,"Le bonheur est en quelque sorte, ce qui met un point d'arrêt à la fuite en avant du désir.",1633.wav
1634,Ce n'est pas parce qu'on verse de grosses larmes qu'on a du cœur et pas parce qu'on rit à gros éclats qu'on nage en plein bonheur.,1634.wav
1635,"Celui qui trouve son plaisir et son bonheur uniquement dans la passion, peut-il comprendre que l'esprit et le cœur ont leurs exigences ?",1635.wav
1636,"Le grand tort des humains, dans leur songe de bonheur, est d'oublier cette infirmité de la mort attachée à leur nature.",1636.wav
1637,"L'espérance n'est qu'un charlatan qui nous trompe sans cesse ; et, pour beaucoup, le bonheur n'a commencé que lorsqu’ils l’ont perdue.",1637.wav
1638,Il n'est de médecine qui guérisse ce que ne guérit pas le bonheur.,1638.wav
1639,"Nous cherchons tous le bonheur mais sans savoir où, comme les ivrognes qui cherchent leur maison, sachant confusément qu'ils en ont une.",1639.wav
1640,"Bonheur : sensation de bien-être qui peut conduire à l'imprudence. Si vous nagez dans le bonheur, soyez prudent, restez là où vous avez pied.",1640.wav
1641,Il y a l'amertume du bonheur comme il y a l'ivresse de la souffrance.,1641.wav
1642,"Ce monde, ce théâtre et d'orgueil et d'erreur, est plein d'infortunés qui parlent de bonheur.",1642.wav
1643,Il n'y a pas de bonheur médiocre ; il n'y a que des gens médiocres.,1643.wav
1644,"Si le bonheur était dans les délectations du corps, nous dirions que les bœufs sont heureux, lorsqu'ils trouvent du bon fourrage à manger.",1644.wav
1645,"Le bonheur qu'on attend n'est jamais ordinaire, jamais commun.",1645.wav
1646,Il faut un minimum de satisfaction et de bonheur pour qu'un être humain survive.,1646.wav
1647,Le bonheur est un seul bouquet : confus léger fondant sucré.,1647.wav
1648,Le vrai bonheur est un mythe. Mieux vaut alors se leurrer en se jouant à soi-même et aux autres un bonheur factice.,1648.wav
1649,Que le bonheur qu'on prend ne soit pas du malheur qu'on donne : je n'ai pas d'autre morale.,1649.wav
1650,La passion ne peut déboucher sur le malheur ou le bonheur ; elle est sa propre fin.,1650.wav
1651,Le bonheur consiste dans l'égalité des désirs et des forces.,1651.wav
1652,"Personne ne se soucie de bien vivre mais de vivre longtemps, alors que tous peuvent se donner le bonheur de bien vivre, aucun de vivre longtemps.",1652.wav
1653,Toute personne est capable de faire du bien à quelqu’un d’autre ; mais c'est ressembler aux dieux que de contribuer au bonheur d'une société entière.,1653.wav
1654,Soyez heureux pour être bons ! La bonté sans bonheur est un soleil d'hiver.,1654.wav
1655,Rare est le bonheur et il n'est jamais trop tard pour l'apprendre aux humains.,1655.wav
1656,Le cœur n'est pas brave. Un très long et très grand bonheur l'accable bien plus que le malheur.,1656.wav
1657,"Les gens veulent qu'on fasse leur bonheur ou leur malheur, mais surtout pas qu'on se désintéresse de leur sort.",1657.wav
1658,Ce qui empêche l’humanité d'accéder au bonheur ne relève pas de sa nature mais des artifices de la civilisation.,1658.wav
1659,Tout bonheur est une innocence.,1659.wav
1660,"On veut bien faire le bonheur des autres. Mais on n'aime guère, quoi qu'on en dise, que ces mêmes autres se mêlent du nôtre.",1660.wav
1661,"Lorsque notre bonheur nous vient de la vertu, la gaieté vient bientôt de notre caractère.",1661.wav
1662,"Le bonheur, c'est d'être heureux ; ce n'est pas de faire croire aux autres qu'on l'est.",1662.wav
1663,Nous sommes beaucoup plus malheureux dans le malheur qu'heureux dans le bonheur.,1663.wav
1664,On qualifie souvent de raisonnables des gens qui n'ont pas eu assez l'appétit du bonheur pour commettre des sottises qui leur fussent bienfaisantes.,1664.wav
1665,"Envier le bonheur d'autrui, c'est folie. On ne saurait pas s'en servir. Le bonheur ne se veut pas tout fait, mais sur mesure.",1665.wav
1666,"Les gens de cœur, les gens pleinement humains ne cherchent pas à survivre aux dépens de leur humanité. Au besoin, ils donnent leur vie pour préserver leur humanité.",1666.wav
1667,"Pour qu’une chose soit faite, donnez-la à quelqu’un d’occupé.",1667.wav
1668,"Si la foule déteste quelqu’un, examinez avant de juger.",1668.wav
1669,L’enfant et l’adulte considèrent le même phénomène d’un point de vue si différent que chacun d’eux observe quelque chose de tout à fait différent.,1669.wav
1670,"Puisque toute définition est une identité, l’identité elle-même ne saurait être définie.",1670.wav
1671,"L’affaiblissement du sens olfactif et le fait que l’olfaction ait cessé d’être un moyen important de communication ont eu notamment pour conséquence la transformation des rapports humains. Peut-être l’homme a-t-il ainsi acquis une plus grande tolérance à l’entassement. Si l’être humain possédait un odorat aussi développé que le rat, par exemple, il serait à jamais enchaîné au flux entier des émotions et réactions affectives de ceux qui l’entourent.",1671.wav
1672,"Rien n’influence plus un individu que son environnement psychologique et particulièrement, dans le cas des enfants, la vie que leurs parents auraient souhaitée avoir.",1672.wav
1673,"On dit que le sauvage en nous a disparu, que la civilisation touche à sa fin, que tout a déjà été dit et que nous venons trop tard pour être ambitieux.",1673.wav
1674,On ne peut pas tous faire des grands changements. Mais on peut faire des petits changements avec beaucoup d’amour.,1674.wav
1675,"J’avais l’habitude de penser que j’étais la personne la plus étrange au monde, mais ensuite j’ai pensé qu’il y a tellement de gens dans le monde, qu’il doit y avoir quelqu’un qui se sent comme moi, excentrique et imparfait. Je l’ai imaginée et j’ai imaginé qu’elle devait aussi penser à moi. Eh bien, j’espère que si vous êtes là-bas, vous savez que oui, c’est vrai que je suis ici, et je suis aussi étrange que vous.",1675.wav
1676,Le vrai problème des robots ce n’est pas leur intelligence artificielle mais plutôt la bêtise et la cruauté naturelles de leurs maîtres humains.,1676.wav
